Minuman,Minuman pemanis buatan,kemasan,B,Camilan asin,Kacang-kacangan,A,Susu dan produk susu,Susu dan yogurt,Lemak dan saus,Lemak,Camilan manis,Permen,E,Biskuit dan kue,D,Sereal dan kentang,Sereal,Saus penambah rasa makanan,Buah dan sayur,Buah-buahan,C,Roti,Sayur,Makanan komposit,Makanan satu porsi,Ikan dan makanan laut,Telur,Daging,Ikan,Minuman tanpa pemanis,Serealia olahan,non-kemasan,Daging selain unggas,Kacang ,biji ,bean,olahan,Produk asin dan berlemak,Minuman manis,Sandwich,Sereal sarapan,Pengganti susu berbasis tanaman,Makanan pembuka,Keju,unggas olahan,Ikan berlemak,Unggas,Daging olahan,Es krim,kerang ,udang,Kue kering,Buah kering,Sayuran,Telur olahan,Pizza dan quiche,Buah,Produk cokelat,Lemak dan minyak,Sup,Pencuci mulut susu,Sayuran olahan,Umbi berpati,Umbi berpati olahan,Bumbu,Serealia,Kentang,Ikan berlemak sedikit,udang olahan,Gula ,sirup ,konfeksioneri,Bumbu olahan,Susu olahan,Teh dan teh herbal serta kopi,Susu,Buah olahan,Lemak dan minyak olahan,Nektar buah,Sari buah,Jeroan
-0.35811441448374526,-0.13581077694445975,0.2037461543419226,-0.4312888531407668,-0.244432905826721,-0.17754186438268024,-0.4937996471845404,-0.35832017253094445,-0.22365066239028714,-0.3810682479816303,-0.17210623965794777,-0.4414843511157976,-0.24895890787296973,-0.46162358325614705,-0.3208710802296009,-0.6044131402476239,-0.43960206244839456,-0.27799409467679614,-0.32967600023012344,3.5212432091036647,-0.14717056261150527,1.9759786136678426,-0.20006129731530337,5.0052351586669195,-0.2856968003016274,-0.24978043612050543,-0.14599038925170216,-0.2844556608895523,-0.2886603207392292,-0.29084791073392613,-0.205171049961291,-0.07522067754291144,-0.20374615434192264,-0.1256482227293624,-0.0643693468912953,-0.0643693468912953,-0.0643693468912953,-0.050273496014475755,-0.06387279937641437,-0.20186139786536653,-0.0630787365974621,-0.1841835408568613,-0.12672443001146177,-0.20006129731530337,-0.24371872937693137,-0.03246137365805977,-0.08686765319456978,-0.09760504335730286,-0.16148869192788,-0.09101564603645669,-0.06050388761972462,-0.0517769443100702,-0.03644279406529898,-0.07379214025621086,-0.08705198174576836,-0.012140434164604384,-0.11374956013377377,-0.0682916898630092,-0.10090375039996095,-0.027731065208983798,-0.04417202807348644,-0.04320457998681636,-0.04729238871067519,-0.03950095644183199,-0.04627545761375194,-0.03420216158945612,-0.031471474577688154,-0.03715981014415034,-0.017016389261175588,-0.031219115866401616,-0.0261663713741226,-0.0261663713741226,-0.0261663713741226,-0.025347935364373086,-0.020778962634766033,-0.01026032355209232,-0.012355358307332462,-0.00827198491248341,-0.015391498066614403,-0.006882635027824254,-0.007254953423439222,-0.006488993457057105
-0.35811441448374526,-0.13581077694445975,0.2037461543419226,-0.4312888531407668,-0.244432905826721,-0.17754186438268024,2.0251128280500468,-0.35832017253094445,-0.22365066239028714,-0.3810682479816303,-0.17210623965794777,-0.4414843511157976,-0.24895890787296973,-0.46162358325614705,-0.3208710802296009,-0.6044131402476239,2.2747845959375845,3.5971987144641626,-0.32967600023012344,-0.28399060803714005,-0.14717056261150527,-0.5060783518014823,-0.20006129731530337,-0.19979081267908644,-0.2856968003016274,-0.24978043612050543,-0.14599038925170216,-0.2844556608895523,-0.2886603207392292,-0.29084791073392613,-0.205171049961291,-0.07522067754291144,-0.20374615434192264,-0.1256482227293624,-0.0643693468912953,-0.0643693468912953,-0.0643693468912953,-0.050273496014475755,-0.06387279937641437,-0.20186139786536653,-0.0630787365974621,-0.1841835408568613,-0.12672443001146177,-0.20006129731530337,-0.24371872937693137,-0.03246137365805977,-0.08686765319456978,-0.09760504335730286,-0.16148869192788,-0.09101564603645669,-0.06050388761972462,-0.0517769443100702,-0.03644279406529898,-0.07379214025621086,-0.08705198174576836,-0.012140434164604384,-0.11374956013377377,-0.0682916898630092,-0.10090375039996095,-0.027731065208983798,-0.04417202807348644,-0.04320457998681636,-0.04729238871067519,-0.03950095644183199,-0.04627545761375194,-0.03420216158945612,-0.031471474577688154,-0.03715981014415034,-0.017016389261175588,-0.031219115866401616,-0.0261663713741226,-0.0261663713741226,-0.0261663713741226,-0.025347935364373086,-0.020778962634766033,-0.01026032355209232,-0.012355358307332462,-0.00827198491248341,-0.015391498066614403,-0.006882635027824254,-0.007254953423439222,-0.006488993457057105
-0.35811441448374526,-0.13581077694445975,0.2037461543419226,-0.4312888531407668,-0.244432905826721,-0.17754186438268024,-0.4937996471845404,-0.35832017253094445,-0.22365066239028714,-0.3810682479816303,-0.17210623965794777,-0.4414843511157976,-0.24895890787296973,-0.46162358325614705,-0.3208710802296009,-0.6044131402476239,-0.43960206244839456,-0.27799409467679614,-0.32967600023012344,-0.28399060803714005,-0.14717056261150527,1.9759786136678426,-0.20006129731530337,-0.19979081267908644,3.500214209414456,4.003516110115023,-0.14599038925170216,-0.2844556608895523,-0.2886603207392292,-0.29084791073392613,-0.205171049961291,-0.07522067754291144,-0.20374615434192264,-0.1256482227293624,-0.0643693468912953,-0.0643693468912953,-0.0643693468912953,-0.050273496014475755,-0.06387279937641437,-0.20186139786536653,-0.0630787365974621,-0.1841835408568613,-0.12672443001146177,-0.20006129731530337,-0.24371872937693137,-0.03246137365805977,-0.08686765319456978,-0.09760504335730286,-0.16148869192788,-0.09101564603645669,-0.06050388761972462,-0.0517769443100702,-0.03644279406529898,-0.07379214025621086,-0.08705198174576836,-0.012140434164604384,-0.11374956013377377,-0.0682916898630092,-0.10090375039996095,-0.027731065208983798,-0.04417202807348644,-0.04320457998681636,-0.04729238871067519,-0.03950095644183199,-0.04627545761375194,-0.03420216158945612,-0.031471474577688154,-0.03715981014415034,-0.017016389261175588,-0.031219115866401616,-0.0261663713741226,-0.0261663713741226,-0.0261663713741226,-0.025347935364373086,-0.020778962634766033,-0.01026032355209232,-0.012355358307332462,-0.00827198491248341,-0.015391498066614403,-0.006882635027824254,-0.007254953423439222,-0.006488993457057105
2.7924036552440685,7.363185915716788,0.2037461543419226,-0.4312888531407668,-0.244432905826721,-0.17754186438268024,-0.4937996471845404,-0.35832017253094445,-0.22365066239028714,-0.3810682479816303,-0.17210623965794777,-0.4414843511157976,-0.24895890787296973,-0.46162358325614705,-0.3208710802296009,-0.6044131402476239,-0.43960206244839456,-0.27799409467679614,-0.32967600023012344,-0.28399060803714005,-0.14717056261150527,1.9759786136678426,-0.20006129731530337,-0.19979081267908644,-0.2856968003016274,-0.24978043612050543,-0.14599038925170216,-0.2844556608895523,-0.2886603207392292,-0.29084791073392613,-0.205171049961291,-0.07522067754291144,-0.20374615434192264,-0.1256482227293624,-0.0643693468912953,-0.0643693468912953,-0.0643693468912953,-0.050273496014475755,-0.06387279937641437,-0.20186139786536653,-0.0630787365974621,-0.1841835408568613,-0.12672443001146177,-0.20006129731530337,-0.24371872937693137,-0.03246137365805977,-0.08686765319456978,-0.09760504335730286,-0.16148869192788,-0.09101564603645669,-0.06050388761972462,-0.0517769443100702,-0.03644279406529898,-0.07379214025621086,-0.08705198174576836,-0.012140434164604384,-0.11374956013377377,-0.0682916898630092,-0.10090375039996095,-0.027731065208983798,-0.04417202807348644,-0.04320457998681636,-0.04729238871067519,-0.03950095644183199,-0.04627545761375194,-0.03420216158945612,-0.031471474577688154,-0.03715981014415034,-0.017016389261175588,-0.031219115866401616,-0.0261663713741226,-0.0261663713741226,-0.0261663713741226,-0.025347935364373086,-0.020778962634766033,-0.01026032355209232,-0.012355358307332462,-0.00827198491248341,-0.015391498066614403,-0.006882635027824254,-0.007254953423439222,-0.006488993457057105
-0.35811441448374526,-0.13581077694445975,0.2037461543419226,-0.4312888531407668,-0.244432905826721,-0.17754186438268024,-0.4937996471845404,2.7908001744267983,-0.22365066239028714,-0.3810682479816303,-0.17210623965794777,-0.4414843511157976,-0.24895890787296973,-0.46162358325614705,-0.3208710802296009,1.654497451181003,-0.43960206244839456,-0.27799409467679614,-0.32967600023012344,-0.28399060803714005,-0.14717056261150527,-0.5060783518014823,-0.20006129731530337,-0.19979081267908644,-0.2856968003016274,-0.24978043612050543,-0.14599038925170216,-0.2844556608895523,-0.2886603207392292,-0.29084791073392613,-0.205171049961291,-0.07522067754291144,-0.20374615434192264,-0.1256482227293624,-0.0643693468912953,-0.0643693468912953,-0.0643693468912953,-0.050273496014475755,-0.06387279937641437,-0.20186139786536653,-0.0630787365974621,-0.1841835408568613,-0.12672443001146177,-0.20006129731530337,-0.24371872937693137,-0.03246137365805977,-0.08686765319456978,-0.09760504335730286,-0.16148869192788,10.987121924063974,-0.06050388761972462,-0.0517769443100702,-0.03644279406529898,-0.07379214025621086,-0.08705198174576836,-0.012140434164604384,-0.11374956013377377,-0.0682916898630092,-0.10090375039996095,-0.027731065208983798,-0.04417202807348644,-0.04320457998681636,-0.04729238871067519,-0.03950095644183199,-0.04627545761375194,-0.03420216158945612,-0.031471474577688154,-0.03715981014415034,-0.017016389261175588,-0.031219115866401616,-0.0261663713741226,-0.0261663713741226,-0.0261663713741226,-0.025347935364373086,-0.020778962634766033,-0.01026032355209232,-0.012355358307332462,-0.00827198491248341,-0.015391498066614403,-0.006882635027824254,-0.007254953423439222,-0.006488993457057105
-0.35811441448374526,-0.13581077694445975,0.2037461543419226,2.318631684351957,-0.244432905826721,-0.17754186438268024,-0.4937996471845404,-0.35832017253094445,-0.22365066239028714,-0.3810682479816303,-0.17210623965794777,-0.4414843511157976,-0.24895890787296973,-0.46162358325614705,-0.3208710802296009,-0.6044131402476239,-0.43960206244839456,-0.27799409467679614,-0.32967600023012344,-0.28399060803714005,-0.14717056261150527,-0.5060783518014823,-0.20006129731530337,-0.19979081267908644,3.500214209414456,4.003516110115023,-0.14599038925170216,-0.2844556608895523,-0.2886603207392292,-0.29084791073392613,-0.205171049961291,-0.07522067754291144,-0.20374615434192264,-0.1256482227293624,-0.0643693468912953,-0.0643693468912953,-0.0643693468912953,-0.050273496014475755,-0.06387279937641437,-0.20186139786536653,-0.0630787365974621,-0.1841835408568613,-0.12672443001146177,-0.20006129731530337,-0.24371872937693137,-0.03246137365805977,-0.08686765319456978,-0.09760504335730286,-0.16148869192788,-0.09101564603645669,-0.06050388761972462,-0.0517769443100702,-0.03644279406529898,-0.07379214025621086,-0.08705198174576836,-0.012140434164604384,-0.11374956013377377,-0.0682916898630092,-0.10090375039996095,-0.027731065208983798,-0.04417202807348644,-0.04320457998681636,-0.04729238871067519,-0.03950095644183199,-0.04627545761375194,-0.03420216158945612,-0.031471474577688154,-0.03715981014415034,-0.017016389261175588,-0.031219115866401616,-0.0261663713741226,-0.0261663713741226,-0.0261663713741226,-0.025347935364373086,-0.020778962634766033,-0.01026032355209232,-0.012355358307332462,-0.00827198491248341,-0.015391498066614403,-0.006882635027824254,-0.007254953423439222,-0.006488993457057105
-0.35811441448374526,-0.13581077694445975,0.2037461543419226,-0.4312888531407668,-0.244432905826721,-0.17754186438268024,-0.4937996471845404,-0.35832017253094445,-0.22365066239028714,-0.3810682479816303,-0.17210623965794777,2.2650859480582324,-0.24895890787296973,2.166267141176617,3.116516450421288,-0.6044131402476239,-0.43960206244839456,-0.27799409467679614,-0.32967600023012344,-0.28399060803714005,-0.14717056261150527,-0.5060783518014823,-0.20006129731530337,-0.19979081267908644,-0.2856968003016274,-0.24978043612050543,-0.14599038925170216,-0.2844556608895523,-0.2886603207392292,-0.29084791073392613,-0.205171049961291,-0.07522067754291144,-0.20374615434192264,-0.1256482227293624,-0.0643693468912953,-0.0643693468912953,-0.0643693468912953,-0.050273496014475755,-0.06387279937641437,-0.20186139786536653,-0.0630787365974621,-0.1841835408568613,-0.12672443001146177,-0.20006129731530337,-0.24371872937693137,-0.03246137365805977,-0.08686765319456978,-0.09760504335730286,-0.16148869192788,-0.09101564603645669,-0.06050388761972462,-0.0517769443100702,-0.03644279406529898,-0.07379214025621086,-0.08705198174576836,-0.012140434164604384,-0.11374956013377377,-0.0682916898630092,-0.10090375039996095,-0.027731065208983798,-0.04417202807348644,-0.04320457998681636,-0.04729238871067519,-0.03950095644183199,-0.04627545761375194,-0.03420216158945612,-0.031471474577688154,-0.03715981014415034,-0.017016389261175588,-0.031219115866401616,-0.0261663713741226,-0.0261663713741226,-0.0261663713741226,-0.025347935364373086,-0.020778962634766033,-0.01026032355209232,-0.012355358307332462,-0.00827198491248341,-0.015391498066614403,-0.006882635027824254,-0.007254953423439222,-0.006488993457057105
-0.35811441448374526,-0.13581077694445975,0.2037461543419226,-0.4312888531407668,-0.244432905826721,-0.17754186438268024,2.0251128280500468,-0.35832017253094445,-0.22365066239028714,-0.3810682479816303,-0.17210623965794777,-0.4414843511157976,-0.24895890787296973,-0.46162358325614705,-0.3208710802296009,-0.6044131402476239,2.2747845959375845,3.5971987144641626,-0.32967600023012344,-0.28399060803714005,-0.14717056261150527,-0.5060783518014823,-0.20006129731530337,-0.19979081267908644,-0.2856968003016274,-0.24978043612050543,-0.14599038925170216,-0.2844556608895523,-0.2886603207392292,-0.29084791073392613,-0.205171049961291,-0.07522067754291144,-0.20374615434192264,-0.1256482227293624,-0.0643693468912953,-0.0643693468912953,-0.0643693468912953,-0.050273496014475755,-0.06387279937641437,-0.20186139786536653,-0.0630787365974621,-0.1841835408568613,-0.12672443001146177,-0.20006129731530337,-0.24371872937693137,-0.03246137365805977,-0.08686765319456978,-0.09760504335730286,-0.16148869192788,-0.09101564603645669,-0.06050388761972462,-0.0517769443100702,-0.03644279406529898,-0.07379214025621086,-0.08705198174576836,-0.012140434164604384,-0.11374956013377377,-0.0682916898630092,-0.10090375039996095,-0.027731065208983798,-0.04417202807348644,-0.04320457998681636,-0.04729238871067519,-0.03950095644183199,-0.04627545761375194,-0.03420216158945612,-0.031471474577688154,-0.03715981014415034,-0.017016389261175588,-0.031219115866401616,-0.0261663713741226,-0.0261663713741226,-0.0261663713741226,-0.025347935364373086,-0.020778962634766033,-0.01026032355209232,-0.012355358307332462,-0.00827198491248341,-0.015391498066614403,-0.006882635027824254,-0.007254953423439222,-0.006488993457057105
-0.35811441448374526,-0.13581077694445975,0.2037461543419226,2.318631684351957,-0.244432905826721,-0.17754186438268024,-0.4937996471845404,-0.35832017253094445,-0.22365066239028714,2.6242018465107226,-0.17210623965794777,-0.4414843511157976,-0.24895890787296973,-0.46162358325614705,-0.3208710802296009,-0.6044131402476239,-0.43960206244839456,-0.27799409467679614,3.033281158780048,-0.28399060803714005,-0.14717056261150527,-0.5060783518014823,-0.20006129731530337,-0.19979081267908644,-0.2856968003016274,-0.24978043612050543,-0.14599038925170216,-0.2844556608895523,-0.2886603207392292,-0.29084791073392613,-0.205171049961291,-0.07522067754291144,-0.20374615434192264,-0.1256482227293624,-0.0643693468912953,-0.0643693468912953,-0.0643693468912953,-0.050273496014475755,-0.06387279937641437,-0.20186139786536653,-0.0630787365974621,-0.1841835408568613,-0.12672443001146177,-0.20006129731530337,-0.24371872937693137,-0.03246137365805977,-0.08686765319456978,-0.09760504335730286,-0.16148869192788,-0.09101564603645669,-0.06050388761972462,-0.0517769443100702,-0.03644279406529898,-0.07379214025621086,-0.08705198174576836,-0.012140434164604384,-0.11374956013377377,-0.0682916898630092,-0.10090375039996095,-0.027731065208983798,-0.04417202807348644,-0.04320457998681636,-0.04729238871067519,-0.03950095644183199,-0.04627545761375194,-0.03420216158945612,-0.031471474577688154,-0.03715981014415034,-0.017016389261175588,-0.031219115866401616,-0.0261663713741226,-0.0261663713741226,-0.0261663713741226,-0.025347935364373086,-0.020778962634766033,-0.01026032355209232,-0.012355358307332462,-0.00827198491248341,-0.015391498066614403,-0.006882635027824254,-0.007254953423439222,-0.006488993457057105
-0.35811441448374526,-0.13581077694445975,0.2037461543419226,-0.4312888531407668,-0.244432905826721,-0.17754186438268024,2.0251128280500468,-0.35832017253094445,-0.22365066239028714,-0.3810682479816303,-0.17210623965794777,-0.4414843511157976,-0.24895890787296973,-0.46162358325614705,-0.3208710802296009,-0.6044131402476239,-0.43960206244839456,-0.27799409467679614,-0.32967600023012344,3.5212432091036647,6.7948371077425165,-0.5060783518014823,-0.20006129731530337,-0.19979081267908644,-0.2856968003016274,-0.24978043612050543,-0.14599038925170216,-0.2844556608895523,-0.2886603207392292,-0.29084791073392613,-0.205171049961291,-0.07522067754291144,-0.20374615434192264,-0.1256482227293624,-0.0643693468912953,-0.0643693468912953,-0.0643693468912953,-0.050273496014475755,-0.06387279937641437,-0.20186139786536653,-0.0630787365974621,-0.1841835408568613,-0.12672443001146177,-0.20006129731530337,-0.24371872937693137,-0.03246137365805977,-0.08686765319456978,-0.09760504335730286,-0.16148869192788,-0.09101564603645669,-0.06050388761972462,-0.0517769443100702,-0.03644279406529898,-0.07379214025621086,-0.08705198174576836,-0.012140434164604384,-0.11374956013377377,-0.0682916898630092,-0.10090375039996095,-0.027731065208983798,-0.04417202807348644,-0.04320457998681636,-0.04729238871067519,-0.03950095644183199,-0.04627545761375194,-0.03420216158945612,-0.031471474577688154,-0.03715981014415034,-0.017016389261175588,-0.031219115866401616,-0.0261663713741226,-0.0261663713741226,-0.0261663713741226,-0.025347935364373086,-0.020778962634766033,-0.01026032355209232,-0.012355358307332462,-0.00827198491248341,-0.015391498066614403,-0.006882635027824254,-0.007254953423439222,-0.006488993457057105
-0.35811441448374526,-0.13581077694445975,0.2037461543419226,-0.4312888531407668,-0.244432905826721,-0.17754186438268024,-0.4937996471845404,-0.35832017253094445,-0.22365066239028714,-0.3810682479816303,-0.17210623965794777,-0.4414843511157976,-0.24895890787296973,-0.46162358325614705,-0.3208710802296009,-0.6044131402476239,2.2747845959375845,-0.27799409467679614,-0.32967600023012344,-0.28399060803714005,-0.14717056261150527,1.9759786136678426,-0.20006129731530337,-0.19979081267908644,-0.2856968003016274,-0.24978043612050543,-0.14599038925170216,-0.2844556608895523,-0.2886603207392292,-0.29084791073392613,-0.205171049961291,-0.07522067754291144,-0.20374615434192264,-0.1256482227293624,-0.0643693468912953,-0.0643693468912953,-0.0643693468912953,-0.050273496014475755,-0.06387279937641437,-0.20186139786536653,-0.0630787365974621,5.429366790038816,-0.12672443001146177,-0.20006129731530337,-0.24371872937693137,-0.03246137365805977,-0.08686765319456978,-0.09760504335730286,-0.16148869192788,-0.09101564603645669,-0.06050388761972462,-0.0517769443100702,-0.03644279406529898,-0.07379214025621086,-0.08705198174576836,-0.012140434164604384,-0.11374956013377377,-0.0682916898630092,-0.10090375039996095,-0.027731065208983798,-0.04417202807348644,-0.04320457998681636,-0.04729238871067519,-0.03950095644183199,-0.04627545761375194,-0.03420216158945612,-0.031471474577688154,-0.03715981014415034,-0.017016389261175588,-0.031219115866401616,-0.0261663713741226,-0.0261663713741226,-0.0261663713741226,-0.025347935364373086,-0.020778962634766033,-0.01026032355209232,-0.012355358307332462,-0.00827198491248341,-0.015391498066614403,-0.006882635027824254,-0.007254953423439222,-0.006488993457057105
2.7924036552440685,-0.13581077694445975,0.2037461543419226,2.318631684351957,-0.244432905826721,-0.17754186438268024,-0.4937996471845404,-0.35832017253094445,-0.22365066239028714,-0.3810682479816303,-0.17210623965794777,-0.4414843511157976,-0.24895890787296973,-0.46162358325614705,-0.3208710802296009,-0.6044131402476239,-0.43960206244839456,-0.27799409467679614,-0.32967600023012344,-0.28399060803714005,-0.14717056261150527,-0.5060783518014823,-0.20006129731530337,-0.19979081267908644,-0.2856968003016274,-0.24978043612050543,-0.14599038925170216,-0.2844556608895523,-0.2886603207392292,-0.29084791073392613,-0.205171049961291,-0.07522067754291144,-0.20374615434192264,-0.1256482227293624,-0.0643693468912953,-0.0643693468912953,-0.0643693468912953,-0.050273496014475755,-0.06387279937641437,-0.20186139786536653,-0.0630787365974621,-0.1841835408568613,7.89113827467643,-0.20006129731530337,-0.24371872937693137,-0.03246137365805977,-0.08686765319456978,-0.09760504335730286,-0.16148869192788,-0.09101564603645669,-0.06050388761972462,-0.0517769443100702,-0.03644279406529898,-0.07379214025621086,-0.08705198174576836,-0.012140434164604384,-0.11374956013377377,-0.0682916898630092,-0.10090375039996095,-0.027731065208983798,-0.04417202807348644,-0.04320457998681636,-0.04729238871067519,-0.03950095644183199,-0.04627545761375194,-0.03420216158945612,-0.031471474577688154,-0.03715981014415034,-0.017016389261175588,-0.031219115866401616,-0.0261663713741226,-0.0261663713741226,-0.0261663713741226,-0.025347935364373086,-0.020778962634766033,-0.01026032355209232,-0.012355358307332462,-0.00827198491248341,-0.015391498066614403,-0.006882635027824254,-0.007254953423439222,-0.006488993457057105
2.7924036552440685,7.363185915716788,0.2037461543419226,-0.4312888531407668,-0.244432905826721,-0.17754186438268024,-0.4937996471845404,-0.35832017253094445,-0.22365066239028714,-0.3810682479816303,-0.17210623965794777,-0.4414843511157976,-0.24895890787296973,-0.46162358325614705,-0.3208710802296009,-0.6044131402476239,-0.43960206244839456,-0.27799409467679614,-0.32967600023012344,-0.28399060803714005,-0.14717056261150527,1.9759786136678426,-0.20006129731530337,-0.19979081267908644,-0.2856968003016274,-0.24978043612050543,-0.14599038925170216,-0.2844556608895523,-0.2886603207392292,-0.29084791073392613,-0.205171049961291,-0.07522067754291144,-0.20374615434192264,-0.1256482227293624,-0.0643693468912953,-0.0643693468912953,-0.0643693468912953,-0.050273496014475755,-0.06387279937641437,-0.20186139786536653,-0.0630787365974621,-0.1841835408568613,-0.12672443001146177,-0.20006129731530337,-0.24371872937693137,-0.03246137365805977,-0.08686765319456978,-0.09760504335730286,-0.16148869192788,-0.09101564603645669,-0.06050388761972462,-0.0517769443100702,-0.03644279406529898,-0.07379214025621086,-0.08705198174576836,-0.012140434164604384,-0.11374956013377377,-0.0682916898630092,-0.10090375039996095,-0.027731065208983798,-0.04417202807348644,-0.04320457998681636,-0.04729238871067519,-0.03950095644183199,-0.04627545761375194,-0.03420216158945612,-0.031471474577688154,-0.03715981014415034,-0.017016389261175588,-0.031219115866401616,-0.0261663713741226,-0.0261663713741226,-0.0261663713741226,-0.025347935364373086,-0.020778962634766033,-0.01026032355209232,-0.012355358307332462,-0.00827198491248341,-0.015391498066614403,-0.006882635027824254,-0.007254953423439222,-0.006488993457057105
-0.35811441448374526,-0.13581077694445975,0.2037461543419226,-0.4312888531407668,-0.244432905826721,-0.17754186438268024,-0.4937996471845404,-0.35832017253094445,-0.22365066239028714,-0.3810682479816303,-0.17210623965794777,2.2650859480582324,4.0167271319741085,-0.46162358325614705,-0.3208710802296009,1.654497451181003,-0.43960206244839456,-0.27799409467679614,-0.32967600023012344,-0.28399060803714005,-0.14717056261150527,-0.5060783518014823,-0.20006129731530337,-0.19979081267908644,-0.2856968003016274,-0.24978043612050543,-0.14599038925170216,-0.2844556608895523,-0.2886603207392292,-0.29084791073392613,-0.205171049961291,-0.07522067754291144,-0.20374615434192264,-0.1256482227293624,-0.0643693468912953,-0.0643693468912953,-0.0643693468912953,-0.050273496014475755,-0.06387279937641437,-0.20186139786536653,-0.0630787365974621,-0.1841835408568613,-0.12672443001146177,-0.20006129731530337,-0.24371872937693137,-0.03246137365805977,-0.08686765319456978,-0.09760504335730286,-0.16148869192788,-0.09101564603645669,-0.06050388761972462,-0.0517769443100702,-0.03644279406529898,-0.07379214025621086,-0.08705198174576836,-0.012140434164604384,-0.11374956013377377,-0.0682916898630092,-0.10090375039996095,-0.027731065208983798,-0.04417202807348644,-0.04320457998681636,-0.04729238871067519,-0.03950095644183199,-0.04627545761375194,-0.03420216158945612,-0.031471474577688154,-0.03715981014415034,-0.017016389261175588,-0.031219115866401616,-0.0261663713741226,-0.0261663713741226,-0.0261663713741226,-0.025347935364373086,-0.020778962634766033,-0.01026032355209232,-0.012355358307332462,-0.00827198491248341,-0.015391498066614403,-0.006882635027824254,-0.007254953423439222,-0.006488993457057105
-0.35811441448374526,-0.13581077694445975,0.2037461543419226,-0.4312888531407668,4.091102204990772,-0.17754186438268024,-0.4937996471845404,-0.35832017253094445,-0.22365066239028714,-0.3810682479816303,-0.17210623965794777,-0.4414843511157976,-0.24895890787296973,-0.46162358325614705,-0.3208710802296009,1.654497451181003,-0.43960206244839456,-0.27799409467679614,-0.32967600023012344,-0.28399060803714005,-0.14717056261150527,-0.5060783518014823,-0.20006129731530337,-0.19979081267908644,-0.2856968003016274,-0.24978043612050543,-0.14599038925170216,-0.2844556608895523,-0.2886603207392292,-0.29084791073392613,-0.205171049961291,-0.07522067754291144,-0.20374615434192264,-0.1256482227293624,-0.0643693468912953,-0.0643693468912953,-0.0643693468912953,-0.050273496014475755,-0.06387279937641437,-0.20186139786536653,-0.0630787365974621,-0.1841835408568613,-0.12672443001146177,4.99846803664362,-0.24371872937693137,-0.03246137365805977,-0.08686765319456978,-0.09760504335730286,-0.16148869192788,-0.09101564603645669,-0.06050388761972462,-0.0517769443100702,-0.03644279406529898,-0.07379214025621086,-0.08705198174576836,-0.012140434164604384,-0.11374956013377377,-0.0682916898630092,-0.10090375039996095,-0.027731065208983798,-0.04417202807348644,-0.04320457998681636,-0.04729238871067519,-0.03950095644183199,-0.04627545761375194,-0.03420216158945612,-0.031471474577688154,-0.03715981014415034,-0.017016389261175588,-0.031219115866401616,-0.0261663713741226,-0.0261663713741226,-0.0261663713741226,-0.025347935364373086,-0.020778962634766033,-0.01026032355209232,-0.012355358307332462,-0.00827198491248341,-0.015391498066614403,-0.006882635027824254,-0.007254953423439222,-0.006488993457057105
-0.35811441448374526,-0.13581077694445975,0.2037461543419226,-0.4312888531407668,-0.244432905826721,-0.17754186438268024,-0.4937996471845404,-0.35832017253094445,-0.22365066239028714,-0.3810682479816303,-0.17210623965794777,-0.4414843511157976,-0.24895890787296973,-0.46162358325614705,-0.3208710802296009,1.654497451181003,-0.43960206244839456,-0.27799409467679614,-0.32967600023012344,-0.28399060803714005,-0.14717056261150527,-0.5060783518014823,-0.20006129731530337,-0.19979081267908644,3.500214209414456,4.003516110115023,-0.14599038925170216,-0.2844556608895523,-0.2886603207392292,-0.29084791073392613,-0.205171049961291,-0.07522067754291144,-0.20374615434192264,-0.1256482227293624,-0.0643693468912953,-0.0643693468912953,-0.0643693468912953,-0.050273496014475755,-0.06387279937641437,-0.20186139786536653,-0.0630787365974621,-0.1841835408568613,-0.12672443001146177,-0.20006129731530337,-0.24371872937693137,-0.03246137365805977,-0.08686765319456978,-0.09760504335730286,-0.16148869192788,-0.09101564603645669,-0.06050388761972462,-0.0517769443100702,-0.03644279406529898,-0.07379214025621086,-0.08705198174576836,-0.012140434164604384,-0.11374956013377377,-0.0682916898630092,-0.10090375039996095,-0.027731065208983798,-0.04417202807348644,-0.04320457998681636,-0.04729238871067519,-0.03950095644183199,-0.04627545761375194,-0.03420216158945612,-0.031471474577688154,-0.03715981014415034,-0.017016389261175588,-0.031219115866401616,-0.0261663713741226,-0.0261663713741226,-0.0261663713741226,-0.025347935364373086,-0.020778962634766033,-0.01026032355209232,-0.012355358307332462,-0.00827198491248341,-0.015391498066614403,-0.006882635027824254,-0.007254953423439222,-0.006488993457057105
